Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Port alive Duration (S),Connection Point,Packets Looked Up,Packets Matched,Label
1,1958,266810,126456555,7198,2906,5,1,24774,24635,1
3,126,16888,6335055,516,136,5,4,139035,138936,3
2,7231,107576893,25500819,3054,2726,5,2,22900,22761,1
2,132,17466,17004,121,141,5,3,68024,67907,3
3,120504,49256016,76426707,318004,1627,5,3,992525,992401,0
1,692,12630624,29236445,245196,965,5,1,643737,643621,0
3,384,37068,18947051,900,191,4,3,1761,1662,2
2,3262,69424158,82284094,5342,2937,5,3,20861,20638,4
2,2169,50477246,44412188,3783,2527,5,3,18208,17984,4
3,50619,15330727,6324369,387,96,5,3,99647,99555,3
2,2076,43396278,67863637,414421,1307,5,2,987657,987533,0
1,3810,82050689,102982693,412196,1927,5,1,658044,657917,0
3,2290,31694126,159881,1188,1716,5,4,7757,7625,1
3,339,37213,6332508,394,266,5,3,1662,1550,3
2,5247,97485053,162563911,418574,2237,5,2,999772,999638,0
3,176738,89389612,81405155,286398,1567,5,3,653393,653267,0
3,183418,209448250,107499775,156279,2930,4,3,667501,667366,0
1,178111,13838954,12625742,299505,960,5,2,949876,949751,0
3,175,22990,6332876,439,201,5,3,2248,2142,3
2,1238,31542380,29286752,245726,1270,5,2,647201,647077,0
3,121571,71757941,82794610,318893,1967,4,3,996681,996557,0
2,782,6373306,12676360,954,632,5,2,3202,3086,1
4,349930,14841254,76096789,158453,2510,5,4,663007,662872,0
1,49,6812,733406,13504,36,5,1,13651,13555,3
1,1854,50459186,35344998,239411,1530,5,1,511527,511446,0
1,11,926,14099,106,106,4,1,98138,98048,3
1,314604,50999815,32207105,315226,1197,4,1,985824,985701,0
1,1566,44147962,29012509,238972,1290,5,1,510536,510455,0
2,936,6390437,25295368,1380,772,5,2,2851,2777,1
3,177770,120924036,44318116,153216,1720,5,3,652521,652397,0
4,1960,6417052,21032,154,181,4,5,4515,4419,2
1,268,18658,12668771,841,622,5,1,3753,3636,1
3,98793,24232796,29447,281,181,4,3,99949,99834,3
1,190,6304713,10294931,244380,715,5,1,640861,640745,0
2,284879,100260495,25517169,305186,1770,5,4,957755,957623,0
2,185575,26778090,36634659,120438,1650,5,2,512079,511998,0
2,7134,126319584,225694964,421267,2927,5,2,1010129,1009994,0
4,4088,63284050,31743236,2821,2051,5,5,14851,14632,4
3,363,34673,12626349,492,166,5,4,6635,6540,2
4,304940,25483363,81283921,283639,1397,5,4,989688,989564,0
1,5964,126239134,149318221,251777,2950,5,1,667824,667689,0
1,180917,64409759,12717925,300175,1980,5,2,959257,959124,0
4,1526,19020125,93825,767,886,5,4,5671,5550,1
4,331,6324264,6591144,5242,181,4,4,12032,11933,2
2,10,856,6902,50,36,4,2,152,70,3
3,1400,18965901,6330223,483,76,5,3,2750,2660,2
2,6695,126289424,200452358,420361,2607,5,2,1006539,1006404,0
3,11673,233697388,19210140,3058,2817,5,4,28069,27830,4
2,4571,113552526,94919832,6236,2757,5,3,24500,24272,4
3,66,9106,9036,65,56,4,3,21668,21579,3
2,3262,69424158,82291044,5392,3017,4,3,21283,21060,4
3,119389,36581226,57472600,317061,1297,5,3,987400,987276,0
2,6480,122080363,194134163,420054,2487,5,2,1004360,1004225,0
1,739,41893,6346571,861,66,5,1,1643,1586,2
3,121698,74522908,82804944,318988,2047,4,3,996973,996846,0
4,305210,25520505,106571964,285148,1807,5,4,995220,995096,0
3,545,6349896,6348505,540,457,5,3,1793,1684,1
3,180607,158905705,195024168,291178,2517,5,3,668374,668238,0
2,868,18934177,18951130,985,156,5,2,2129,2037,2
3,419,6329134,25803,245,151,5,3,924,816,3
2,3217,75718659,73532514,248217,2020,4,2,656925,656797,0
2,187264,39509819,49313301,121354,2350,4,2,517764,517676,0
1,3079,63126021,90989422,411381,1717,4,1,655394,655268,0
4,348874,14696274,25438393,154767,915,5,4,643344,643228,0
1,4035,75906049,117662965,249483,2085,5,1,657878,657747,0
1,2028,56762630,35355619,239545,1560,5,1,511855,511774,0
1,183453,106694077,12788886,300684,2760,4,2,966708,966564,0
4,305359,25533847,112892592,285523,1877,5,4,996078,995954,0
1,3049,25488617,226698,1645,2476,5,1,14038,13897,1
3,174490,48187587,19018288,151683,1095,5,3,645426,645302,0
2,4052,98058292,93026829,412209,2027,5,2,659828,659700,0
2,3431,69441720,103909419,416091,1687,4,2,993094,992970,0
4,109,14273,73541,1207,106,5,4,4967,4873,2
4,2874,44297556,31668982,2227,1276,5,4,8417,8297,1
1,5128,126172656,101269502,6873,3137,4,2,14133,13970,4
2,288,34637,6339314,479,316,5,2,914,847,1
1,319219,158271869,127033834,320767,2817,5,1,1008932,1008797,0
4,6176,107462227,31783138,3104,2466,5,4,16329,16201,1
3,175387,70407718,43539816,284923,1237,5,3,648193,648067,0
3,107,14287,14287,107,111,5,4,3683,3578,2
3,183542,209457607,107501455,156291,2950,5,3,667824,667689,0
2,4199,88368875,110739695,249666,2320,5,2,660610,660475,0
1,1393,37844601,28998560,238816,1220,5,1,509986,509905,0
4,2185,37949857,31673907,2410,1171,5,5,10486,10285,4
2,1690,37471464,55237952,413884,1177,5,2,985719,985596,0
3,365,33271,6320085,296,136,5,3,71843,71739,3
4,349712,14774107,40453962,211841,1307,4,4,649755,649629,0
4,304879,25475175,68648360,282928,1307,5,4,987657,987533,0
2,55,7646,6311030,228,41,4,2,285,237,3
1,6183,126254253,168775606,415348,2787,4,1,671743,671606,0
3,212,27616,27686,213,251,5,3,1872,1757,3
2,1005,18943728,25323336,1708,856,5,2,6838,6725,1
1,182839,96020228,12759140,300470,2430,5,2,963966,963822,0
2,2041,278168,31815370,3233,3026,5,4,17439,17200,4
1,2646,63096502,60632677,240754,2170,5,1,514985,514900,0
4,352772,46521281,97458661,216216,3057,5,4,676576,676439,0
4,2308,31678495,6455303,1442,1421,5,5,9082,8872,4
3,4530,57029333,192236,1421,2076,5,4,12329,12197,1
3,1119,70307,10941,82,76,5,3,2329,2227,2
2,4164,56991675,167109,1240,1796,5,2,9597,9467,1
1,3478,56855230,113775164,5926,2817,5,2,20350,20127,4
3,117953,11295026,38486406,315759,807,5,3,980361,980245,0
4,350438,21138019,59447747,213247,1807,5,4,656973,656847,0
3,2870,25477672,31797772,3282,2567,5,4,16424,16201,4
2,3222,75719320,63327887,4571,2136,5,2,19918,19790,1
2,510,51339,18948014,833,336,5,2,2060,1993,1
4,349440,14773003,63398860,157290,1760,5,4,653174,653050,0
1,5101,107305433,137196250,413868,2347,4,1,666042,665907,0
1,184598,133916227,12811404,300846,3010,5,2,969302,969158,0
3,121660,74517626,82799459,318949,1987,5,3,996857,996732,0
4,2519,12895814,31837680,3541,3067,5,5,22988,22763,4
1,1283,37837044,22691254,238612,1180,5,1,509647,509566,0
2,404,38821,12629922,521,201,5,2,1492,1432,2
1,4306,94667918,111936299,412720,2027,5,1,659828,659700,0
2,1497,6473471,6471138,1446,1736,5,2,7805,7673,1
4,352139,46457881,91076482,215190,2617,5,4,669412,669275,0
1,1839,19071770,143121,1043,1546,5,1,8450,8316,1
2,256,27067,19732,149,166,5,2,170159,170055,3
2,187475,45818500,49318621,121392,2410,5,2,518300,518212,0
1,314711,51007174,38520665,315475,1307,5,1,987657,987533,0
1,136,9485,6321203,309,141,5,1,554,496,2
4,349027,14716663,31794305,155560,1135,4,4,645807,645683,0
3,178950,139886816,56946775,153773,1880,5,3,655107,654983,0
1,5614,119923532,145372211,414452,2547,5,1,668539,668403,0
1,178957,26499388,12664909,299791,1390,5,2,954281,954149,0
1,82,11103,1577094,29053,76,5,1,58206,58110,3
2,499,12627225,35549,370,176,5,2,1142,1075,2
2,1612,12771653,12787688,1842,1727,5,2,4932,4856,1
2,184899,20420163,23979937,119685,1210,5,2,509974,509893,0
3,3894,56990322,44371646,3372,2262,5,4,16112,15889,4
1,178756,20192305,12661295,299765,1350,5,2,953711,953579,0
2,2357,44245317,19013034,1389,921,5,2,7768,7644,1
1,4820,100994648,130880258,413544,2297,4,1,665373,665238,0
3,181462,189368849,88531822,155240,2450,5,3,662276,662141,0
1,2513,31708562,31693016,2290,1716,5,1,7757,7625,1
3,56,7688,7562,53,41,5,3,210,118,3
1,3721,69461799,111344312,249139,2010,5,1,656620,656492,0
2,1519,31561447,54966597,413764,1157,5,2,985285,985162,0
3,97,13673,14009,105,106,4,3,43355,43264,3
1,316639,101471398,70157141,317657,1957,5,1,996380,996256,0
3,1061,64333,71666,1172,81,5,3,2480,2377,2
2,86522,36159235,6340710,574,176,5,2,87373,87266,3
3,2989,50589410,37996471,2822,1131,5,3,9808,9688,1
4,4518,57049028,12849088,2176,2526,5,4,18502,18366,1
4,349375,14764065,57086499,157052,1660,5,4,651821,651697,0
1,182429,89692003,12742140,300347,2240,4,2,961938,961795,0
1,132,9196,16299859,237457,720,5,1,506842,506766,0
1,1566,44147962,29011389,238964,1280,4,1,510522,510441,0
1,513,12628283,11376902,93746,181,5,1,94932,94833,3
1,1310,37839123,12825332,2270,1887,5,1,4854,4774,1
4,306515,38244852,176162073,289980,2937,4,4,1010310,1010175,0
2,1499,25304227,114157,1150,792,5,4,3965,3851,1
1,91,12645,12887,96,96,5,1,2270,2174,2
3,121453,68209681,82787652,318810,1937,5,3,996192,996068,0
2,6918,126304736,213080830,420864,2847,5,2,1008992,1008857,0
2,184884,20418161,23977935,119670,1190,4,2,509659,509578,0
3,692,12640004,23367100,83338,161,5,3,84607,84507,3
4,446,28882,8124,61,46,5,4,1233,1145,2
1,184361,127603970,12802230,300780,2910,4,2,968362,968218,0
2,187954,52149755,55635486,121662,2560,4,2,519051,518963,0
3,1457,86265,12409,90,91,5,3,1987,1889,2
2,785,23253924,6388548,1042,582,5,2,3123,3014,1
1,5205,138769909,86008147,243297,2920,5,1,521588,521500,0
3,993,25247667,27002,202,246,5,3,137102,136988,3
1,319539,164585249,134014816,321170,2957,5,1,1010648,1010513,0
1,6725,133369504,187707834,416103,2917,4,1,674645,674508,0
3,181036,165236644,207681081,292107,2737,5,3,671073,670936,0
2,3076,63125992,93121288,415603,1537,5,2,991793,991669,0
2,427,6320894,12632916,597,151,5,2,2716,2617,2
1,181756,77055033,12727302,300242,2080,5,2,960292,960153,0
2,188736,64809526,61984273,122160,3060,4,2,522340,522252,0
2,287622,143600547,25581804,305703,2400,5,4,963635,963491,0
2,2578,12729236,6457128,2684,221,5,2,6456,6360,2
3,175502,70417202,55500031,285374,1277,5,3,649357,649231,0
4,351166,33790097,91025102,214710,2217,5,4,663601,663466,0
2,3273,82014018,74057856,411125,1587,4,2,653800,653674,0
3,118703,23941021,51131628,316493,1067,4,3,984257,984135,0
2,656,18919558,16623129,244849,815,5,2,642383,642267,0
3,252,6314386,18390,189,76,5,3,593,502,2
2,5003,132464664,93080848,412883,2187,5,2,662820,662689,0
2,282930,68648638,25475453,304881,1310,4,4,953331,953199,0
4,304218,19122182,30736271,280789,947,5,4,982361,982245,0
4,348903,14700014,25442229,154797,955,4,4,643716,643600,0
1,473,6323957,26981193,244907,805,5,1,642188,642072,0
2,3501,82029657,86687474,411637,1837,5,2,657163,657037,0
2,3393,12785244,12635937,625,181,4,2,4296,4191,2
1,5443,107328902,149274458,251300,2710,5,1,665393,665258,0
4,350182,14876282,101353808,159518,2900,5,4,667328,667193,0
2,361,12607919,17176150,407867,827,5,2,641560,641442,0
2,3420,75732649,86145713,248612,2085,5,2,657878,657747,0
1,71454,16451586,22566078,67970,136,5,1,139531,139471,3
2,6918,126304736,213073602,420812,2767,5,2,1008269,1008134,0
1,2240,44194518,56966939,3680,2012,5,1,7225,7148,1
4,349136,14717949,27805009,211127,937,5,4,643010,642891,0
2,361,12607919,17172384,407838,787,5,2,641357,641239,0
3,683,6372727,69730,539,742,5,4,2806,2682,1
4,350104,14865440,95039461,159266,2780,5,4,666543,666408,0
1,183172,102345848,12781658,300632,2680,4,2,965776,965632,0
2,1635,31570120,44304291,2822,1506,5,2,9994,9866,1
1,1128,68413,12283,87,91,5,1,1791,1695,2
2,2534,6593821,12871698,2319,2816,4,2,13541,13401,1
2,521,6342653,31933,241,296,5,2,286294,286183,3
4,351844,40137562,91051892,214959,2427,5,4,667633,667497,0
1,2942,63117079,63302545,4441,2252,5,1,16089,15957,1
3,173556,26228317,18253834,283368,947,5,3,643350,643231,0
1,2029,56762700,35386223,239765,1900,5,1,512819,512737,0
1,2028,56762630,35358139,239563,1590,5,1,511893,511812,0
4,352355,46480026,91106638,215521,2777,4,4,671725,671588,0
2,2329,44200251,80477494,414830,1367,5,2,988987,988863,0
3,121666,74518460,82800293,318955,1997,5,3,996875,996750,0
2,5530,151375273,93113158,413280,2287,5,2,665349,665214,0
2,5938,157694756,105748935,413889,2527,4,2,668392,668256,0
1,191,6304753,28939,275,181,5,1,878,820,3
1,305,6320799,6454356,2719,141,5,1,3941,3834,2
1,133,17928,17770,130,146,4,1,1814,1698,2
1,1559,44145144,19071295,2114,1172,5,2,7512,7311,4
2,285549,112896206,25537739,305387,1920,5,4,958991,958858,0
3,175406,70410262,49195764,285194,1267,5,3,649041,648915,0
2,3609,82037082,92995334,411842,1887,5,2,657541,657414,0
4,349636,14800242,76055487,158159,2060,5,4,657561,657430,0
1,47,3466,13481,144,66,5,1,398,316,1
2,1568,31565386,38034184,2890,1897,4,2,10930,10803,1
3,124431,118795592,133365722,321673,3017,4,3,1011624,1011489,0
4,1450,84939,11197,83,76,5,5,2956,2870,2
2,3217,75718659,73527194,248179,1960,5,2,656416,656288,0
2,513,6325984,18950237,905,304,5,3,2530,2374,4
2,224699,24742881,31091547,225533,281,5,2,451181,451072,3
3,5724,94906682,63413736,5212,3227,5,4,25204,24975,4
3,493,44500,18931977,682,191,5,3,2508,2408,2
3,385,51936,52494,415,547,5,4,1791,1671,1
1,6862,138883843,187721757,416238,3017,4,1,676231,676094,0
3,173849,32539642,19005415,151591,955,4,3,643716,643600,0
1,2028,56762630,35365461,239616,1670,5,1,512105,512024,0
2,1516,37852942,35605372,246064,1355,4,2,648504,648380,0
1,181515,77036060,12722373,300207,2030,5,2,959951,959818,0
2,4049,57035269,107517499,6669,2896,5,2,15548,15466,1
2,3862,75762978,118373024,416680,1797,4,2,995139,995015,0
2,280440,24416934,19114104,304155,860,5,4,949020,948896,0
2,1904,12802158,38083744,3588,1936,5,2,11232,11105,1
4,349107,14727395,31820400,155863,1255,4,4,647183,647059,0
1,1391,12719390,92264,734,922,5,2,5999,5833,4
2,726,18930209,66934,1079,86,5,2,3290,3189,2
3,182565,203088166,94866061,155688,2710,4,3,665393,665258,0
2,1922,37881306,50651527,3366,1906,5,2,12341,12212,1
3,173694,32526315,18999773,151550,895,5,3,643302,643186,0
2,3199,25482465,44373181,3436,2106,5,2,8658,8577,1
3,173175,19904997,11923319,282885,817,4,3,641540,641422,0
1,1709,25283377,67098621,246653,1255,5,1,647183,647059,0
1,316639,101471398,70150191,317607,1877,5,1,996078,995954,0
4,348830,14690546,19129264,154550,855,5,4,643045,642929,0
3,137,19228,163057,2748,166,4,3,3155,3053,2
2,152,10681,6343144,508,356,4,2,2733,2629,1
4,349770,14819014,76074389,158293,2260,5,4,659381,659246,0
4,1200,161549,31695806,2302,1736,4,4,15433,15312,1
1,664,6348189,24778799,108884,206,4,1,109919,109807,3
1,231,6311327,15373,165,46,4,1,503,418,3
3,176032,83038902,31655247,152304,1345,4,3,648483,648359,0
4,349834,14827910,76083349,158357,2360,4,4,660734,660599,0
2,184315,14068339,5027600,118845,760,5,2,506900,506824,0
1,396,37384,162874,2780,186,5,1,6469,6366,2
3,723,12644259,6334283,460,206,5,3,1690,1587,3
2,184859,20414759,23974533,119645,1150,5,2,509326,509245,0
2,184800,20406569,23966413,119587,1060,5,2,509207,509127,0
3,176441,83074236,81397875,286346,1487,4,3,652365,652239,0
4,4055,63279495,31738649,2788,2001,5,5,14567,14352,4
2,288625,163470183,31902122,305998,2590,5,4,965177,965033,0
3,179366,133639404,138231293,288929,2197,5,3,662982,662851,0
3,119303,36575092,56814141,317027,1287,5,3,987268,987144,0
1,5964,126239134,149317381,251771,2940,5,1,667698,667563,0
3,172974,13596711,12676837,151178,765,5,3,641252,641136,0
1,79,10783,10741,78,76,5,1,2366,2275,2
3,2609,6449578,6449619,2607,191,4,3,5926,5822,2
4,2922,44308021,19071475,1852,1541,5,5,10656,10446,4
2,188322,58472499,61950673,121920,2690,4,2,519959,519871,0
1,184513,131287882,12809458,300832,2990,5,2,969172,969028,0
4,305040,25497069,93921394,284332,1547,5,4,991817,991693,0
3,2692,44296266,19069135,1818,1526,5,3,8402,8268,1
2,282812,68639531,25473785,304869,1290,5,4,953173,953041,0
2,7483,138926503,225719186,421552,3027,5,2,1011929,1011794,0
4,348851,14693368,25435467,154744,885,5,4,643281,643165,0
2,106,14051,6325421,394,111,5,2,4269,4175,2
4,6553,107486615,82233238,4965,2252,5,4,16089,15957,1
1,2238,44189966,56984422,3845,2212,5,2,14652,14431,4
3,122034,83857242,82826687,319233,2157,5,3,998450,998320,0
4,348816,14688794,19127500,154536,835,4,4,642713,642597,0
1,2566,44216608,86078821,247849,1770,4,1,653198,653074,0
2,288215,150854565,25589866,305761,2490,5,4,964402,964258,0
1,955,6398292,19011627,1380,896,5,1,5013,4895,1
4,305170,25514945,100255699,284826,1747,4,4,994351,994227,0
4,259,26909,19376,149,161,5,4,1030,930,2
1,191399,29221256,22948951,191505,221,5,1,384437,384334,3
1,141966,32833194,29765,227,271,5,1,143041,142917,3
2,1035,25237083,36119890,408746,1027,5,2,644350,644227,0
3,122317,87159907,89146603,319552,2287,5,3,1000914,1000780,0
3,180187,152579317,178458729,290533,2387,4,3,667104,666968,0
1,2271,37904924,79736606,247337,1430,4,1,649491,649367,0
3,118466,17629158,51115764,316323,977,5,3,982992,982876,0
3,392,6325700,18932766,744,116,5,3,1346,1237,2
2,541,29506,36458,588,46,5,2,2046,1961,2
2,478,12624597,33005,351,146,5,2,1103,1036,2
1,190,6304713,10297815,244402,745,4,1,641204,641088,0
1,1107,25240542,19060283,1888,1262,5,2,6836,6632,4
1,222,6306714,37814,375,254,5,2,2156,2008,4
2,6439,164020657,124689668,414686,2777,4,2,671725,671588,0
1,1019,18944353,25265966,1254,261,5,1,3531,3428,3
2,748,18925923,12656970,879,256,5,2,270766,270662,3
3,81,11093,11019,80,76,5,3,534,439,2
1,2619,69386528,38122224,3858,2397,5,1,17012,16878,1
4,351651,40118829,91033264,214769,2307,5,4,665391,665256,0
1,4699,100986365,124569575,413318,2217,5,1,663601,663466,0
3,123631,106141814,120720227,320994,2667,5,3,1007057,1006922,0
2,5512,107333703,162584973,418814,2337,4,2,1001356,1001222,0
2,282688,68630174,19168480,304682,1270,5,4,952840,952708,0
3,176767,97514214,44290423,152962,1495,5,3,650484,650360,0
1,4327,107252211,85939350,242517,2590,4,1,519371,519283,0
4,305391,25538295,112897040,285555,1927,5,4,996174,996050,0
2,2650,63096755,60888134,247482,1780,4,2,653216,653092,0
2,1767,25326889,19032663,1730,887,5,4,4942,4827,1
2,477,12615825,16609450,244696,745,4,2,641204,641088,0
1,180170,45468111,12686399,299947,1630,5,2,956818,956686,0
2,645,18918855,23493786,408204,897,5,2,642400,642282,0
1,2050,12707522,130577,2137,116,5,1,4403,4300,2
2,7303,182954395,143638878,415661,2947,5,2,675213,675076,0
2,185396,26760701,36624537,120365,1540,5,2,511829,511748,0
2,4854,91428723,149941984,418061,2167,5,2,998769,998639,0
3,180520,171470740,75893978,154555,2280,4,3,659417,659282,0
1,714,12640734,17896,133,146,4,1,1377,1270,3
2,479,42474,25233032,840,166,5,2,7735,7627,2
2,188728,64808406,61983153,122152,3050,5,2,522326,522238,0
3,177449,114608299,44313594,153183,1670,4,3,651839,651715,0
4,305631,25571796,131887649,287002,2287,5,4,1000914,1000780,0
1,184405,127610086,12808624,300826,2980,5,2,969049,968905,0
1,1546,37852668,25367983,2194,1182,5,2,4596,4452,4
1,959,12648809,45260822,245665,995,4,1,644644,644525,0
2,3357,38050025,143757,1072,1536,4,2,8286,8156,1
1,316466,95168038,70133724,317435,1777,5,1,994980,994856,0
4,3036,19231542,44468358,4108,3277,5,5,25824,25595,4
2,285543,112895372,25536905,305381,1910,4,4,958967,958834,0
2,2829,56812244,75944198,4804,2667,4,3,18223,18000,4
1,178333,20148801,12632451,299554,1030,5,2,950412,950283,0
1,5560,119919948,143524843,414333,2457,4,1,667969,667833,0
2,140832,20215308,30227,228,276,5,2,143624,143517,3
2,1485,25302281,112211,1136,772,5,4,3917,3803,1
1,177646,13799974,12611312,299397,800,4,2,948401,948277,0
1,228,30421,30085,220,281,4,1,148500,148377,3
2,834,51213,61854,1000,66,5,2,2067,1976,2
3,176672,95670434,44285943,152930,1445,5,3,649924,649800,0
4,741,98005,6409233,1048,1032,5,5,4482,4312,4
1,319219,158271869,127035502,320779,2837,5,1,1008974,1008839,0
3,123651,106144594,120723007,321014,2697,5,3,1007399,1007264,0
1,182833,96019394,12758306,300464,2420,5,2,963910,963766,0
2,137,18064,6422225,2178,146,5,2,2772,2664,2
2,5530,151375273,93113998,413286,2297,4,2,665373,665238,0
1,182035,77078249,12735448,300302,2170,5,2,961030,960891,0
1,239,16570,29763079,407956,777,4,1,641337,641219,0
4,702,12639424,24127,235,136,5,4,2399,2296,3
2,113,14959,14903,114,116,5,2,56399,56294,3
1,5205,138769909,86007027,243289,2910,5,1,521576,521488,0
1,1197,12703631,12704316,1197,857,5,1,5091,4974,1
4,349359,14761841,57084259,157036,1635,4,4,651785,651661,0
3,122486,87175008,89153901,319605,2367,5,3,1001767,1001633,0
2,2714,69392625,61418281,410433,1387,5,2,650475,650349,0
2,292,27597,18949136,978,156,5,2,1655,1543,1
2,289410,169827387,38237068,306459,2850,5,4,967685,967541,0
1,1623,44152003,19074108,2128,1161,5,1,5039,4963,1
2,153,10767,6339825,486,316,5,2,1945,1841,1
2,185364,26756221,30316613,120159,1490,5,2,511477,511396,0
1,249,17204,12619583,443,91,5,1,780,716,2
3,286,31041,12629910,514,206,5,3,1111,1008,2
3,2766,38032294,44355362,3214,2091,5,4,15210,14989,4
1,4371,94672228,114967092,412881,2137,5,1,661999,661868,0
2,4144,75782221,134540944,417238,1967,4,2,996681,996557,0
1,4014,100932556,76005640,5624,2817,5,2,21704,21479,4
4,352746,46517667,97455021,216190,3017,4,4,676231,676094,0
1,864,12642244,38956322,245484,985,4,1,644344,644225,0
2,3387,82021837,80373967,411391,1727,5,2,655510,655384,0
1,2245,56777549,48009734,240231,2080,5,1,514001,513916,0
3,578,6342964,12601165,526,216,5,3,1991,1896,2
1,314855,56521916,38528815,315579,1337,4,1,988274,988150,0
1,3116,69420506,63319296,4614,2357,5,1,16565,16433,1
3,173632,32520078,16501004,151456,855,5,3,643045,642929,0
3,3120,31791974,31816068,3466,2697,5,4,18547,18324,4
1,2028,56762630,35371943,239663,1740,5,1,512318,512237,0
1,94,12965,13285,97,101,5,1,895,793,3
1,315891,82545609,57500042,316782,1647,5,1,992737,992613,0
1,314593,50998799,32195408,315137,1077,4,1,984557,984435,0
2,5339,101030342,162569462,418641,2257,5,2,1000094,999960,0
2,535,18911291,42421,480,166,5,2,2445,2355,2
2,475,12615682,6338162,541,166,5,2,7251,7157,2
1,316852,101486054,82787327,318170,2207,5,1,999287,999154,0
1,754,18926308,12653101,869,191,5,1,4787,4722,2
3,121732,74527601,82809670,319022,2097,5,3,997631,997501,0
4,38403,2080365,10991,82,76,5,4,79287,79196,3
2,5855,132523247,136719040,251562,2920,4,2,667483,667348,0
4,858,12653515,24448,184,216,5,5,2557,2463,3
4,349370,14742127,27829613,211366,1117,5,4,645682,645559,0
1,9386,183207130,247916,1814,2697,5,3,16042,15803,4
1,315142,63619500,43924551,315882,1357,5,1,988892,988768,0
1,5617,113632329,149286426,251441,2760,5,1,666324,666189,0
1,1943,44174014,38041382,3060,1796,4,1,7122,7045,1
1,5551,151376648,86036125,243611,3060,4,1,522340,522252,0
3,181738,184164211,220297685,292524,2847,5,3,673069,672932,0
2,5597,82286072,226500,1668,2456,5,2,13484,13347,1
3,173537,26225773,11939854,283060,917,5,3,642447,642328,0
1,354,24437,36085031,408273,977,5,1,643979,643860,0
2,40722,2202316,14808043,40955,106,5,2,81855,81758,3
3,162,21564,12643226,728,186,5,3,1316,1208,3
1,177322,7483653,12605710,299356,740,5,2,947779,947655,0
4,304247,19125922,43346817,281165,987,5,4,983013,982897,0
1,4306,94667918,111942984,412768,2097,5,1,661078,660947,0
4,350170,14874614,101352128,159506,2880,5,4,667119,666984,0
2,2861,55508868,93107488,415438,1487,5,2,991051,990927,0
1,66,9138,9078,66,56,5,1,708,607,2
1,4792,124061323,85979248,242953,2810,5,1,520757,520669,0
1,178965,26500500,12665743,299797,1400,4,2,954421,954289,0
1,4044,100941295,79618106,242165,2470,4,1,518486,518398,0
1,132,9196,16304507,237493,770,5,1,506914,506838,0
3,173918,38837111,18270472,283598,967,5,3,643919,643800,0
1,179403,32825546,12673013,299850,1480,4,2,955581,955449,0
4,305477,25550244,112916229,285746,2057,5,4,996994,996864,0
2,6767,94956476,151634386,7566,2837,5,3,28298,28059,4
1,178945,26497720,12663241,299779,1370,5,2,953943,953811,0
1,2594,75671796,31759489,3320,1692,5,2,12598,12384,4
1,2327,44199992,78869615,410605,1547,4,1,653079,652953,0
1,318306,133043228,114374006,319821,2557,5,1,1005749,1005614,0
1,4327,107252211,85941310,242531,2610,5,1,519399,519311,0
2,186671,39457491,36683881,120846,2110,4,2,514579,514494,0
1,5551,151376648,86035005,243603,3050,5,1,522326,522238,0
2,2729,50519206,93097722,415325,1437,5,2,990273,990149,0
4,352191,46465109,91083762,215242,2697,5,4,670145,670008,0
3,272,6316754,6324597,386,101,5,3,953,852,2
1,4804,88410587,142931523,250678,2520,5,1,663025,662890,0
3,121375,68198839,82769584,318627,1817,5,3,995294,995170,0
2,281805,55979291,19137441,304332,1110,5,4,951182,951051,0
4,349683,14806678,76061969,158206,2130,5,4,657982,657851,0
4,351894,40144512,91059172,215011,2507,4,4,668350,668214,0
3,182487,196803131,232922127,293060,2947,5,3,675213,675076,0
2,3862,75762978,118373858,416686,1807,4,2,995220,995096,0
1,1566,44147962,29019915,239027,1370,5,1,510749,510668,0
2,1703,44157571,25379830,2332,1151,5,2,10050,9930,1
1,468,32234,42398842,408523,1087,4,1,645327,645204,0
1,13,1102,12575,92,91,5,1,2338,2246,2
1,225,6307208,47398,440,387,5,1,1627,1520,1
1,314604,50999815,32198931,315166,1107,5,1,984813,984690,0
3,181648,195673963,88538604,155329,2470,5,3,662585,662450,0
1,2028,56762630,35353659,239531,1540,5,1,511829,511748,0
1,136,18410,18410,136,156,5,1,5751,5652,2
2,4847,107288059,117736749,250301,2460,5,2,662355,662220,0
1,181522,77036964,12723485,300215,2040,5,2,959976,959842,0
3,1460,25281247,6333606,401,276,5,3,3490,3374,3
1,1336,18966226,61355504,409557,1337,4,1,650097,649971,0
1,562,12628374,13799,100,106,5,1,2436,2330,2
2,1849,44167196,43768241,246500,1495,5,2,650484,650360,0
1,152,10705,6319554,337,96,5,1,1400,1308,1
4,921,56871,56971,922,86,5,4,2204,2110,2
1,3034,69414994,63268239,4288,1936,4,1,13994,13874,1
4,304873,25474341,68645665,282898,1297,5,4,987400,987276,0
3,2508,31708696,12831124,2465,1716,5,3,11544,11424,1
3,110,14607,6482873,3301,116,4,3,6696,6609,2
4,350128,21103148,46782897,212255,1507,5,4,652407,652281,0
1,33853,1830035,8136198,33988,76,5,1,68580,68523,3
3,182734,203508164,239233335,293302,3017,4,3,676231,676094,0
2,5928,88602950,231782,1706,2516,5,2,14150,14012,1
3,173163,19903329,11921317,282870,797,5,3,641383,641265,0
1,191,6304729,30208,280,201,5,1,2230,2136,3
